variable,country,missing_count,missing_rate
bmi,Norway,0,0.0
bmi,Oman,0,0.0
bmi,Pakistan,0,0.0
bmi,Palau,0,0.0
bmi,Panama,0,0.0
bmi,Papua New Guinea,0,0.0
bmi,Paraguay,0,0.0
bmi,Peru,0,0.0
bmi,Philippines,0,0.0
bmi,Poland,0,0.0
bmi,Portugal,0,0.0
bmi,Qatar,0,0.0
bmi,Republic of Korea,0,0.0
bmi,Republic of Moldova,0,0.0
bmi,Romania,0,0.0
bmi,Russian Federation,0,0.0
bmi,Rwanda,0,0.0
bmi,Saint Kitts and Nevis,0,0.0
bmi,Saint Lucia,0,0.0
bmi,Saint Vincent and the Grenadines,0,0.0
bmi,Samoa,0,0.0
bmi,San Marino,1,1.0
bmi,Sao Tome and Principe,0,0.0
bmi,Saudi Arabia,0,0.0
bmi,Senegal,0,0.0
bmi,Serbia,0,0.0
bmi,Seychelles,0,0.0
bmi,Sierra Leone,0,0.0
bmi,Singapore,0,0.0
bmi,Slovakia,0,0.0
bmi,Slovenia,0,0.0
bmi,Solomon Islands,0,0.0
bmi,Somalia,0,0.0
bmi,South Africa,0,0.0
bmi,South Sudan,16,1.0
bmi,Spain,0,0.0
bmi,Sri Lanka,0,0.0
bmi,Sudan,16,1.0
bmi,Suriname,0,0.0
bmi,Swaziland,0,0.0
bmi,Sweden,0,0.0
bmi,Switzerland,0,0.0
bmi,Syrian Arab Republic,0,0.0
bmi,Tajikistan,0,0.0
bmi,Thailand,0,0.0
bmi,The former Yugoslav republic of Macedonia,0,0.0
bmi,Timor-Leste,0,0.0
bmi,Togo,0,0.0
bmi,Tonga,0,0.0
bmi,Trinidad and Tobago,0,0.0
bmi,Tunisia,0,0.0
bmi,Turkey,0,0.0
bmi,Turkmenistan,0,0.0
bmi,Tuvalu,0,0.0
bmi,Uganda,0,0.0
bmi,Ukraine,0,0.0
bmi,United Arab Emirates,0,0.0
bmi,United Kingdom of Great Britain and Northern Ireland,0,0.0
bmi,United Republic of Tanzania,0,0.0
bmi,United States of America,0,0.0
bmi,Uruguay,0,0.0
bmi,Uzbekistan,0,0.0
bmi,Vanuatu,0,0.0
bmi,Venezuela (Bolivarian Republic of),0,0.0
bmi,Viet Nam,0,0.0
bmi,Yemen,0,0.0
bmi,Zambia,0,0.0
bmi,Zimbabwe,0,0.0
diphtheria,Afghanistan,0,0.0
diphtheria,Albania,0,0.0
diphtheria,Algeria,0,0.0
diphtheria,Angola,0,0.0
diphtheria,Antigua and Barbuda,0,0.0
diphtheria,Argentina,0,0.0
diphtheria,Armenia,0,0.0
diphtheria,Australia,0,0.0
diphtheria,Austria,0,0.0
diphtheria,Azerbaijan,0,0.0
diphtheria,Bahamas,0,0.0
diphtheria,Bahrain,0,0.0
diphtheria,Bangladesh,0,0.0
diphtheria,Barbados,0,0.0
diphtheria,Belarus,0,0.0
diphtheria,Belgium,0,0.0
diphtheria,Belize,0,0.0
diphtheria,Benin,0,0.0
diphtheria,Bhutan,0,0.0
diphtheria,Bolivia (Plurinational State of),0,0.0
diphtheria,Bosnia and Herzegovina,0,0.0
diphtheria,Botswana,0,0.0
diphtheria,Brazil,0,0.0
diphtheria,Brunei Darussalam,0,0.0
diphtheria,Bulgaria,0,0.0
diphtheria,Burkina Faso,0,0.0
diphtheria,Burundi,0,0.0
diphtheria,Cabo Verde,0,0.0
diphtheria,Cambodia,0,0.0
diphtheria,Cameroon,0,0.0
diphtheria,Canada,0,0.0
diphtheria,Central African Republic,0,0.0
diphtheria,Chad,0,0.0
diphtheria,Chile,0,0.0
diphtheria,China,0,0.0
diphtheria,Colombia,0,0.0
diphtheria,Comoros,0,0.0
diphtheria,Congo,0,0.0
diphtheria,Cook Islands,0,0.0
diphtheria,Costa Rica,0,0.0
diphtheria,Croatia,0,0.0
diphtheria,Cuba,0,0.0
diphtheria,Cyprus,0,0.0
diphtheria,Czechia,0,0.0
diphtheria,Côte d'Ivoire,0,0.0
diphtheria,Democratic People's Republic of Korea,0,0.0
diphtheria,Democratic Republic of the Congo,0,0.0
diphtheria,Denmark,0,0.0
diphtheria,Djibouti,0,0.0
diphtheria,Dominica,0,0.0
diphtheria,Dominican Republic,0,0.0
diphtheria,Ecuador,0,0.0
diphtheria,Egypt,0,0.0
diphtheria,El Salvador,0,0.0
diphtheria,Equatorial Guinea,0,0.0
diphtheria,Eritrea,0,0.0
diphtheria,Estonia,0,0.0
diphtheria,Ethiopia,0,0.0
diphtheria,Fiji,0,0.0
diphtheria,Finland,0,0.0
diphtheria,France,0,0.0
diphtheria,Gabon,0,0.0
diphtheria,Gambia,0,0.0
diphtheria,Georgia,0,0.0
diphtheria,Germany,0,0.0
diphtheria,Ghana,0,0.0
diphtheria,Greece,0,0.0
diphtheria,Grenada,0,0.0
diphtheria,Guatemala,0,0.0
diphtheria,Guinea,0,0.0
diphtheria,Guinea-Bissau,0,0.0
diphtheria,Guyana,0,0.0
diphtheria,Haiti,0,0.0
diphtheria,Honduras,0,0.0
diphtheria,Hungary,0,0.0
diphtheria,Iceland,0,0.0
diphtheria,India,0,0.0
diphtheria,Indonesia,0,0.0
diphtheria,Iran (Islamic Republic of),0,0.0
diphtheria,Iraq,0,0.0
diphtheria,Ireland,0,0.0
diphtheria,Israel,0,0.0
diphtheria,Italy,0,0.0
diphtheria,Jamaica,0,0.0
diphtheria,Japan,0,0.0
diphtheria,Jordan,0,0.0
diphtheria,Kazakhstan,0,0.0
diphtheria,Kenya,0,0.0
diphtheria,Kiribati,0,0.0
diphtheria,Kuwait,0,0.0
diphtheria,Kyrgyzstan,0,0.0
diphtheria,Lao People's Democratic Republic,0,0.0
diphtheria,Latvia,0,0.0
diphtheria,Lebanon,0,0.0
diphtheria,Lesotho,0,0.0
diphtheria,Liberia,0,0.0
diphtheria,Libya,0,0.0
diphtheria,Lithuania,0,0.0
diphtheria,Luxembourg,0,0.0
diphtheria,Madagascar,0,0.0
diphtheria,Malawi,0,0.0
diphtheria,Malaysia,0,0.0
diphtheria,Maldives,0,0.0
diphtheria,Mali,0,0.0
diphtheria,Malta,0,0.0
diphtheria,Marshall Islands,0,0.0
diphtheria,Mauritania,0,0.0
diphtheria,Mauritius,0,0.0
diphtheria,Mexico,0,0.0
diphtheria,Micronesia (Federated States of),0,0.0
diphtheria,Monaco,0,0.0
diphtheria,Mongolia,0,0.0
diphtheria,Montenegro,6,0.375
diphtheria,Morocco,0,0.0
diphtheria,Mozambique,0,0.0
diphtheria,Myanmar,0,0.0
diphtheria,Namibia,0,0.0
diphtheria,Nauru,0,0.0
diphtheria,Nepal,0,0.0
diphtheria,Netherlands,0,0.0
diphtheria,New Zealand,0,0.0
diphtheria,Nicaragua,0,0.0
diphtheria,Niger,0,0.0
diphtheria,Nigeria,0,0.0
diphtheria,Niue,0,0.0
diphtheria,Norway,0,0.0
diphtheria,Oman,0,0.0
diphtheria,Pakistan,0,0.0
diphtheria,Palau,0,0.0
diphtheria,Panama,0,0.0
diphtheria,Papua New Guinea,0,0.0
diphtheria,Paraguay,0,0.0
diphtheria,Peru,0,0.0
diphtheria,Philippines,0,0.0
diphtheria,Poland,0,0.0
diphtheria,Portugal,0,0.0
diphtheria,Qatar,0,0.0
diphtheria,Republic of Korea,0,0.0
diphtheria,Republic of Moldova,0,0.0
diphtheria,Romania,0,0.0
diphtheria,Russian Federation,0,0.0
diphtheria,Rwanda,0,0.0
diphtheria,Saint Kitts and Nevis,0,0.0
diphtheria,Saint Lucia,0,0.0
diphtheria,Saint Vincent and the Grenadines,0,0.0
diphtheria,Samoa,0,0.0
diphtheria,San Marino,0,0.0
diphtheria,Sao Tome and Principe,0,0.0
diphtheria,Saudi Arabia,0,0.0
diphtheria,Senegal,0,0.0
diphtheria,Serbia,0,0.0
diphtheria,Seychelles,0,0.0
diphtheria,Sierra Leone,0,0.0
diphtheria,Singapore,0,0.0
diphtheria,Slovakia,0,0.0
diphtheria,Slovenia,0,0.0
diphtheria,Solomon Islands,0,0.0
diphtheria,Somalia,0,0.0
diphtheria,South Africa,0,0.0
diphtheria,South Sudan,11,0.6875
diphtheria,Spain,0,0.0
diphtheria,Sri Lanka,0,0.0
diphtheria,Sudan,0,0.0
diphtheria,Suriname,0,0.0
diphtheria,Swaziland,0,0.0
diphtheria,Sweden,0,0.0
diphtheria,Switzerland,0,0.0
diphtheria,Syrian Arab Republic,0,0.0
diphtheria,Tajikistan,0,0.0
diphtheria,Thailand,0,0.0
diphtheria,The former Yugoslav republic of Macedonia,0,0.0
diphtheria,Timor-Leste,2,0.125
diphtheria,Togo,0,0.0
diphtheria,Tonga,0,0.0
diphtheria,Trinidad and Tobago,0,0.0
diphtheria,Tunisia,0,0.0
diphtheria,Turkey,0,0.0
diphtheria,Turkmenistan,0,0.0
diphtheria,Tuvalu,0,0.0
diphtheria,Uganda,0,0.0
diphtheria,Ukraine,0,0.0
diphtheria,United Arab Emirates,0,0.0
diphtheria,United Kingdom of Great Britain and Northern Ireland,0,0.0
diphtheria,United Republic of Tanzania,0,0.0
diphtheria,United States of America,0,0.0
diphtheria,Uruguay,0,0.0
diphtheria,Uzbekistan,0,0.0
diphtheria,Vanuatu,0,0.0
diphtheria,Venezuela (Bolivarian Republic of),0,0.0
diphtheria,Viet Nam,0,0.0
